plant_id,customer_id,plant_name,manufacturer,model,installation_date,cooling_capacity,heating_capacity,energy_efficiency_rating,warranty_expiration,last_inspection_date,plant_status
6835,2261,Ernser - Torphy Plant,"Feest, Cruickshank and Schaden",BZH3HXNMG3,2021-08-09,49416 BTU,53867 BTU,18.49147049384391,2030-09-26,2024-07-17,Under Maintenance
6836,2261,Kunze Group Plant,Wyman - McLaughlin,0WZL2NOXEZ,2020-04-19,40258 BTU,50927 BTU,15.954427110986806,2027-10-09,2024-08-22,Inactive
6837,2262,Gorczany - Feest Plant,Pouros - Douglas,FSDRWTEZ9Y,2024-01-25,24686 BTU,54889 BTU,16.0266465029975,2028-01-10,2024-07-27,Under Maintenance
6838,2262,O'Reilly Group Plant,Medhurst - Koelpin,L2ULMHNI1K,2021-09-08,26726 BTU,46018 BTU,15.774294189282248,2023-06-29,2022-02-25,Active
6839,2262,Johnston LLC Plant,Heaney Group,0YAHW5MVNT,2023-11-11,57583 BTU,30555 BTU,20.91308571513504,2024-05-26,2023-12-16,Under Maintenance
6840,2262,Kerluke Group Plant,Ernser - Walsh,0WPCXUNRP0,2024-08-27,57484 BTU,43525 BTU,18.57562906700762,2026-12-20,2024-09-09,Inactive
6841,2263,Kub and Sons Plant,Mertz - Keebler,49FKRWKN2D,2022-09-12,43214 BTU,40841 BTU,15.46199543425736,2024-04-08,2024-02-13,Inactive
6842,2263,Nolan - O'Connell Plant,"Hegmann, Wilderman and Abbott",LFBGSAQPEK,2020-11-11,45103 BTU,27637 BTU,15.40023290672163,2029-01-27,2022-02-13,Inactive
6843,2263,Walsh and Sons Plant,Klein - Bartoletti,UIXHQARHRR,2023-02-01,58029 BTU,53061 BTU,18.727461373651856,2024-01-29,2024-03-09,Active
6844,2264,Torphy Group Plant,Nicolas - Conroy,96X4GFB4GQ,2022-02-06,29099 BTU,52639 BTU,15.97659472441455,2022-11-07,2022-03-16,Active
6845,2264,Weber and Sons Plant,"Wisozk, Reynolds and Abshire",ED7VSYPJXN,2024-04-28,41841 BTU,48674 BTU,17.58745754016777,2028-02-17,2024-07-12,Under Maintenance
6846,2264,"Roob, Hettinger and Grimes Plant",McGlynn Inc,YCYPPWERX3,2024-04-22,47112 BTU,53883 BTU,17.049676372865324,2025-07-30,2024-08-16,Active
6847,2264,Rippin LLC Plant,"Rau, Nitzsche and Turner",M7HJLJPRRM,2022-11-29,54801 BTU,29026 BTU,18.700149933587255,2029-03-26,2023-11-01,Inactive
6848,2264,Wolf - Kuvalis Plant,Satterfield LLC,6UURJTIZPY,2023-02-13,26270 BTU,51045 BTU,13.510396116077244,2028-06-30,2024-09-22,Active
6849,2265,"Ziemann, Crooks and Rippin Plant",Skiles LLC,YWESHXCTLO,2021-09-18,31125 BTU,26582 BTU,16.96189340212185,2029-04-14,2023-05-17,Inactive
6850,2265,Stiedemann Inc Plant,Metz - Cruickshank,HSE7DIJD5K,2022-01-23,30048 BTU,46062 BTU,18.25939604799155,2023-01-05,2022-05-02,Inactive
6851,2265,Witting Inc Plant,Cummings - Mueller,YT0AUYXVGX,2023-08-11,49930 BTU,51563 BTU,16.431277708200188,2023-11-21,2024-01-19,Inactive
6852,2265,Fritsch and Sons Plant,Langworth - Smitham,HOL3MV15H0,2023-06-16,30087 BTU,39162 BTU,17.940924465748193,2024-12-29,2023-12-22,Active
6853,2265,Nader - Walker Plant,Pollich - Friesen,DUIJXF37YL,2024-02-19,37666 BTU,27670 BTU,15.897654226217732,2025-05-15,2024-04-14,Under Maintenance
6854,2266,"Hessel, Hintz and Kreiger Plant",Dickinson - Lockman,I7B9FXK0AW,2023-06-11,30640 BTU,24587 BTU,18.258979427975284,2030-05-11,2024-06-19,Active
6855,2266,"Lindgren, Sanford and Ondricka Plant",Windler Group,VSCU891MSE,2021-05-15,25960 BTU,46573 BTU,17.8477935294439,2027-01-27,2023-10-04,Active
6856,2266,Ullrich - Auer Plant,Monahan - Champlin,FJSBRL1DJC,2023-12-04,33948 BTU,43129 BTU,14.759143266180207,2030-09-10,2024-03-22,Inactive
6857,2267,Hegmann - Russel Plant,"Hagenes, Schmeler and Heidenreich",IAOXERHVXR,2024-03-21,30451 BTU,24526 BTU,13.186523014974222,2027-10-04,2024-07-28,Under Maintenance
6858,2267,"Abbott, Volkman and Gerlach Plant",Bednar and Sons,K9MUV6GCYO,2024-06-25,26104 BTU,42026 BTU,17.81065467661969,2027-03-18,2024-07-31,Under Maintenance
6859,2268,VonRueden Inc Plant,Crist Inc,DDVZMPS9HH,2023-11-06,39491 BTU,26116 BTU,17.94827558123815,2025-10-12,2024-07-29,Active
6860,2269,"Aufderhar, Kertzmann and Kunze Plant",Douglas Group,FJZLGEXQI8,2020-10-14,47114 BTU,56358 BTU,19.504000121271655,2025-05-19,2023-06-27,Inactive
6861,2269,Mraz Inc Plant,Trantow Group,Q7VOSODCIP,2024-04-02,51275 BTU,41754 BTU,19.558799043207664,2028-10-10,2024-07-31,Under Maintenance
6862,2269,Mohr Group Plant,Torphy Inc,TOZ848VLXK,2022-05-19,56594 BTU,35305 BTU,17.630873268309337,2026-01-26,2023-10-19,Inactive
6863,2269,Krajcik - Oberbrunner Plant,"Doyle, Ritchie and Christiansen",LRVLRDRWWN,2021-10-19,25487 BTU,29739 BTU,19.539296401945236,2024-05-27,2024-03-13,Active
6864,2270,"Kemmer, Kshlerin and Harris Plant",Rowe - Davis,CRSCPDLAHO,2020-10-05,31153 BTU,54732 BTU,19.14736421353379,2026-01-13,2022-10-29,Under Maintenance
6865,2271,Kerluke - Stehr Plant,Mohr Group,WJMALR039Z,2023-11-12,45704 BTU,35937 BTU,18.02935710142139,2024-08-25,2024-03-19,Under Maintenance
6866,2271,Langworth - Kirlin Plant,Hermiston Inc,JEHTM8NSNT,2024-04-20,40853 BTU,51807 BTU,16.65621190357967,2028-06-11,2024-05-05,Under Maintenance
6867,2271,Bednar LLC Plant,Heaney LLC,PXIIUSSDXC,2024-06-02,28158 BTU,26710 BTU,20.259807322603848,2027-08-06,2024-08-02,Under Maintenance
6868,2272,Lockman - Shields Plant,"Effertz, Kuhic and Torp",JOMHSHPWBZ,2022-04-13,29695 BTU,25802 BTU,16.57459020943206,2030-12-08,2022-08-12,Inactive
6869,2273,Davis - Swift Plant,Schulist Inc,CTRWUZIDNO,2022-01-11,36752 BTU,45747 BTU,15.960400409966319,2024-06-06,2022-03-07,Active
6870,2274,"Reichel, Osinski and Shields Plant","Sawayn, Schaefer and Littel",6NMVUBH2WB,2020-08-17,49699 BTU,28335 BTU,16.044654343249025,2027-08-26,2023-05-25,Under Maintenance
6871,2274,"Barton, Lehner and Prosacco Plant",Hartmann - Farrell,40HVR7BHWJ,2021-05-18,31353 BTU,31552 BTU,17.46785728260846,2028-07-07,2021-12-22,Under Maintenance
6872,2274,Corwin Inc Plant,Hauck - Koelpin,CQKONOKJTC,2024-05-31,50669 BTU,24614 BTU,19.45071412231335,2029-01-26,2024-08-22,Inactive
6873,2274,"Renner, Corwin and Wilkinson Plant",Connelly LLC,Q7UL5M9HR2,2021-07-30,57722 BTU,59925 BTU,17.326238284021017,2029-07-29,2022-06-01,Under Maintenance
6874,2274,"Wisoky, Schmeler and Johnson Plant",Price - Shanahan,W7CL31OBDK,2021-02-27,49784 BTU,36107 BTU,20.808006752063324,2028-07-29,2023-05-10,Active
6875,2275,Kessler LLC Plant,Steuber LLC,BEPEKWAWZT,2021-07-06,51999 BTU,30544 BTU,13.349869153725201,2026-10-05,2022-11-03,Active
6876,2275,"Becker, Kovacek and Hermann Plant","Bernier, Graham and Lehner",W5EL3GKTIR,2021-01-22,52140 BTU,47146 BTU,17.728755601217237,2026-10-05,2023-07-22,Under Maintenance
6877,2275,Zemlak - Marquardt Plant,Torp - O'Conner,ZQCM94XGXN,2020-11-25,35958 BTU,32812 BTU,20.851144263414216,2028-05-19,2022-02-25,Inactive
6878,2275,Roob - Abbott Plant,"Romaguera, Tremblay and Davis",KPXAK0CTPD,2023-12-10,54725 BTU,40965 BTU,18.5364135552877,2024-02-18,2024-07-02,Inactive
6879,2276,Spencer - Morissette Plant,Rolfson - Trantow,LZOAYJP1O5,2021-11-27,46486 BTU,41476 BTU,15.767965882510442,2029-01-14,2024-08-01,Active
6880,2276,"Veum, Gutkowski and Pagac Plant","Thompson, Schroeder and Olson",3KWOYZ60SZ,2020-11-21,34943 BTU,45787 BTU,15.200056840486749,2025-06-13,2021-10-06,Active
6881,2276,Kuphal LLC Plant,Hoeger - Parisian,DKW4NS64IV,2020-06-10,49539 BTU,33433 BTU,14.147859929734045,2021-06-21,2022-04-24,Under Maintenance
6882,2276,Hahn Group Plant,"Stokes, Zboncak and Kutch",FKZACJBIUU,2022-04-22,56117 BTU,54779 BTU,14.009195581810442,2029-04-12,2022-08-30,Active
6883,2276,Kiehn LLC Plant,Nikolaus LLC,3UTCLWWLAX,2020-12-15,54684 BTU,51009 BTU,19.178052862484872,2021-12-05,2024-01-19,Active
6884,2277,Ernser Group Plant,Becker and Sons,8L8ZB91XI1,2020-05-19,45776 BTU,29282 BTU,16.570197256660997,2030-08-15,2023-02-03,Under Maintenance
6885,2277,Bergstrom - Rutherford Plant,Schroeder - Nicolas,VXFW7FKXGT,2020-07-17,47545 BTU,55136 BTU,16.383891947026797,2022-12-17,2023-05-31,Inactive
6886,2278,"Senger, Padberg and Klein Plant",Windler and Sons,OMUXL87Z9H,2020-06-09,57495 BTU,48844 BTU,16.167491486251798,2022-12-05,2024-08-22,Active
6887,2278,Lesch - Lehner Plant,Daniel LLC,X09IEOLAH5,2021-05-20,57004 BTU,25076 BTU,18.185876591625778,2029-12-10,2024-08-08,Under Maintenance
6888,2278,Durgan - Weimann Plant,"Hintz, Mraz and Lowe",UERXKMKN6Q,2020-01-30,39694 BTU,48874 BTU,20.31828263787414,2029-05-26,2023-08-19,Active
6889,2279,"Reilly, Torp and Kreiger Plant",Cremin - Simonis,NGP4KPOPCP,2023-05-31,49857 BTU,43896 BTU,16.146720447937593,2023-10-05,2024-09-14,Active
6890,2280,Witting - Rowe Plant,Rempel Group,WYJ9LIJH2O,2023-06-29,49920 BTU,36085 BTU,13.518306340980136,2028-12-06,2024-03-27,Under Maintenance
6891,2280,"Koch, Runte and Swaniawski Plant",VonRueden Group,WS09PY8JPF,2023-08-28,43460 BTU,52419 BTU,13.003404158830975,2024-05-19,2024-01-22,Under Maintenance
6892,2280,Klocko - Frami Plant,Krajcik - Ward,OP2KINPPRY,2022-04-05,35456 BTU,24470 BTU,19.221773140981753,2023-01-21,2023-08-14,Active
6893,2280,Hermann - Paucek Plant,"Harvey, Krajcik and Graham",32BK2LGWNI,2020-04-28,46505 BTU,31194 BTU,20.943684408635562,2024-03-07,2020-10-17,Inactive
6894,2280,Denesik Group Plant,Crona - Altenwerth,O921M43Q7H,2020-10-19,25078 BTU,36695 BTU,17.618688114071023,2029-09-13,2021-07-17,Under Maintenance
6895,2281,Senger LLC Plant,Howell - Jast,DCIEBAFPOU,2023-01-20,54147 BTU,41853 BTU,18.01265445361915,2027-11-06,2023-09-16,Inactive
6896,2281,Rolfson - Bogisich Plant,Mayert - Lockman,783QN7FYRG,2021-10-29,38106 BTU,38234 BTU,20.66881713376917,2024-01-19,2023-03-13,Under Maintenance
6897,2281,"Ryan, Hirthe and Mertz Plant",Casper - Aufderhar,CHVNM7NEDP,2020-07-14,25349 BTU,56046 BTU,19.522472969505507,2026-05-12,2023-03-03,Active
6898,2281,"Lowe, Mann and Schamberger Plant","Feeney, Botsford and Waelchi",N95AW9NBUB,2024-04-04,45892 BTU,44638 BTU,14.39796273095505,2029-06-11,2024-06-26,Inactive
6899,2281,"Reichel, Kertzmann and Hegmann Plant","Lang, Hilll and Schulist",QNDCNA5IGV,2021-10-08,59065 BTU,37229 BTU,15.221867707349393,2024-11-21,2022-03-09,Under Maintenance
6900,2282,Lubowitz LLC Plant,"Upton, Gulgowski and Spencer",CFPENRTFGL,2020-05-29,44037 BTU,37883 BTU,13.828187473421938,2023-02-23,2022-04-04,Active
6901,2282,Goyette - Heller Plant,Erdman Inc,KU306QMVOS,2023-07-12,40625 BTU,24303 BTU,14.186437790342506,2028-04-21,2024-09-05,Active
6902,2283,Koch - Metz Plant,"Bashirian, D'Amore and Windler",GHF1C0FO6P,2020-12-11,32579 BTU,41264 BTU,18.201436360525644,2022-02-24,2022-01-30,Active
6903,2283,Schmitt - Durgan Plant,Hansen LLC,IK7MIGKKZK,2023-09-13,29555 BTU,52336 BTU,13.14341470606831,2025-04-03,2024-02-21,Under Maintenance
6904,2283,Little - Pagac Plant,Stark Inc,NCQPTCENDB,2023-12-26,31606 BTU,54703 BTU,19.10043242984488,2027-09-06,2024-02-26,Inactive
6905,2283,"Keebler, Bahringer and Christiansen Plant",Kutch Inc,US4UC3AGIW,2021-11-01,55756 BTU,41316 BTU,19.48128181038347,2023-12-29,2023-06-28,Inactive
6906,2284,Thompson - Stehr Plant,Hartmann and Sons,EQON2IAUUG,2020-06-27,51487 BTU,35775 BTU,13.683272237785427,2022-03-10,2024-07-15,Under Maintenance
6907,2284,Gulgowski Inc Plant,"Grady, Mayert and Champlin",FZLKAQTK31,2020-05-12,45724 BTU,30966 BTU,20.651861300444697,2029-12-03,2020-11-08,Active
6908,2284,"Jones, Schulist and Rohan Plant",Morar - Kuhic,FKCIE2AVJ6,2021-10-22,51830 BTU,41430 BTU,20.824764858037305,2023-03-08,2023-04-06,Under Maintenance
6909,2285,Schultz Inc Plant,Toy - Sauer,YFYW5XMDRH,2024-01-19,53855 BTU,49561 BTU,13.542277536164537,2030-05-19,2024-06-07,Under Maintenance
6910,2285,Predovic - Bergstrom Plant,"Balistreri, Kris and Thompson",DJWJGKGNIT,2020-05-06,42776 BTU,27294 BTU,13.73191640466051,2023-05-06,2023-06-11,Under Maintenance
6911,2285,Keebler - Hartmann Plant,Towne - Beier,BQ1W1WYPB7,2022-05-23,30293 BTU,58879 BTU,16.49329467720922,2026-10-11,2023-09-23,Active
6912,2286,Schuster - Frami Plant,Fisher - Flatley,YQHT0LFAGN,2024-07-12,49511 BTU,26520 BTU,15.219664067348683,2029-08-07,2024-09-04,Under Maintenance
6913,2286,Lind - Jakubowski Plant,Bednar and Sons,62RVW763VD,2022-06-29,44260 BTU,40734 BTU,13.70300762861697,2028-02-27,2024-01-28,Inactive
6914,2286,Lowe - Romaguera Plant,"Steuber, Douglas and Moore",KLJJ4T4LNT,2021-07-13,59905 BTU,51265 BTU,15.708549614328017,2026-07-24,2022-03-15,Inactive
6915,2286,Kerluke Group Plant,Herman - Abernathy,Z2OFJ7B76M,2021-09-20,50364 BTU,24956 BTU,18.285453632782573,2024-11-07,2022-05-10,Inactive
6916,2286,Gislason and Sons Plant,Kassulke - Herzog,28CHLOAK0H,2021-10-01,25947 BTU,54992 BTU,15.07098265224116,2023-11-30,2021-12-28,Under Maintenance
6917,2287,"Wisozk, Goodwin and Turcotte Plant",Boehm - Cole,CDGXUME18L,2020-12-12,39502 BTU,42563 BTU,19.803847790415567,2023-06-03,2024-05-30,Under Maintenance
6918,2287,Smith - Zboncak Plant,Kirlin Inc,CKGDMWK88N,2021-03-22,25267 BTU,49719 BTU,19.478476953657864,2029-09-24,2023-01-22,Inactive
6919,2287,Blanda Inc Plant,Sauer - Bayer,FNO2RG7GLA,2024-04-01,34813 BTU,48428 BTU,14.019939518273983,2027-07-28,2024-05-31,Under Maintenance
6920,2287,Swift - Cremin Plant,Beatty - Wilkinson,KCPFOGAZXF,2023-07-26,39325 BTU,26717 BTU,13.876246239469129,2029-10-31,2024-05-21,Under Maintenance
6921,2288,Braun Inc Plant,"Douglas, Corwin and Toy",CI3TWR4XZS,2023-09-07,40902 BTU,49449 BTU,13.745749794967878,2030-12-24,2024-04-08,Inactive
6922,2288,"McLaughlin, Schaden and Effertz Plant",Strosin LLC,RX8NN7ZPWM,2022-04-23,42876 BTU,46513 BTU,16.5298639295432,2022-07-15,2022-11-13,Active
6923,2288,"Luettgen, Gorczany and McKenzie Plant","Osinski, Heidenreich and Windler",VOQ3IRSOT7,2023-12-10,50839 BTU,45712 BTU,15.102141468345081,2025-02-01,2024-08-27,Under Maintenance
6924,2289,"Cummings, Kautzer and Leannon Plant","Bode, Ankunding and Nolan",LLDIMKBCUK,2020-09-16,33685 BTU,30457 BTU,20.97017616529428,2027-12-13,2022-07-23,Inactive
6925,2290,Dooley and Sons Plant,Romaguera - Wyman,KZXSIWCBE3,2022-08-17,27449 BTU,43818 BTU,15.95102567351384,2023-12-29,2023-07-17,Active
6926,2291,"Spinka, Cremin and Auer Plant",Maggio - Stark,NHYKIL8WCW,2021-10-17,55815 BTU,56230 BTU,13.046353764537733,2029-07-06,2024-06-13,Active
6927,2291,"Purdy, Lang and Ferry Plant","Spencer, Krajcik and Luettgen",BJPFWUROXC,2022-11-04,57193 BTU,27531 BTU,15.044534252756403,2028-02-21,2024-05-10,Active
6928,2291,"Ondricka, Feest and Ebert Plant",Conn Group,ZNK6DOL6KG,2020-06-17,51596 BTU,46184 BTU,20.618314461374737,2023-12-14,2020-10-15,Under Maintenance
6929,2291,Mayert - Hoeger Plant,Fritsch and Sons,9DVOGLHITQ,2022-12-25,56860 BTU,47678 BTU,14.96967194543667,2029-04-01,2024-06-27,Inactive
6930,2292,Koepp - Ferry Plant,Greenholt - Wisoky,COVOODKJTL,2022-12-20,28357 BTU,35883 BTU,20.598748149457524,2028-05-29,2024-08-30,Under Maintenance
6931,2292,Bahringer and Sons Plant,Homenick - Hessel,R4GYSWLAFP,2022-08-23,52050 BTU,56586 BTU,18.461660985188253,2024-01-27,2023-10-27,Active
6932,2293,Schroeder - Weissnat Plant,"Bradtke, Konopelski and Daniel",OAJVVOUS5O,2023-12-05,53362 BTU,49211 BTU,14.911910905266637,2025-02-23,2024-07-01,Inactive
6933,2293,Breitenberg Group Plant,Collins Inc,M0VREU9KYE,2024-01-04,52596 BTU,31791 BTU,17.651499810734887,2030-10-18,2024-08-22,Active
6934,2293,Hahn - Zulauf Plant,"Herzog, Mills and Bednar",Y4B9GLSXZG,2024-06-24,27127 BTU,44200 BTU,20.717025165839146,2025-03-23,2024-07-25,Under Maintenance
6935,2294,"Kuvalis, Grimes and Pouros Plant","Kohler, Robel and Quigley",C1ISG4EO4O,2022-07-31,53158 BTU,53688 BTU,18.64955896272155,2027-07-10,2023-03-16,Active
6936,2294,Roberts - Greenfelder Plant,Purdy Group,EZVBMRDRSV,2022-01-06,27089 BTU,26441 BTU,18.977587107233035,2023-10-02,2022-10-30,Active
6937,2295,Tremblay - Klocko Plant,Parisian and Sons,WJOFIMCQHP,2024-08-19,42542 BTU,53871 BTU,18.601360698493004,2029-08-26,2024-08-20,Under Maintenance
6938,2295,Sipes - Graham Plant,Reinger - Bartell,I71DQEIYZ1,2024-09-09,50848 BTU,42674 BTU,20.62985408751108,2027-10-23,2024-09-19,Active
6939,2296,"Koepp, Kovacek and Hermann Plant",West - Nicolas,XSIVUEVSKU,2022-08-10,49560 BTU,33307 BTU,16.030271038931204,2025-05-20,2023-02-07,Under Maintenance
6940,2296,Ebert - Greenholt Plant,Huel - Pfannerstill,HZ1SVLOBOE,2021-07-08,49328 BTU,51680 BTU,17.593714156817438,2026-03-04,2021-07-27,Under Maintenance
6941,2296,"Schneider, Feil and Kiehn Plant","Toy, Satterfield and Abernathy",AGCGHBW3P5,2023-01-07,51909 BTU,40661 BTU,16.16078847532243,2024-09-07,2024-06-06,Inactive
6942,2296,"Douglas, Stiedemann and Goyette Plant","Howe, Dooley and Bednar",6IM9R0MLCA,2021-07-06,51157 BTU,36948 BTU,14.164501533783797,2029-10-28,2022-06-26,Inactive
6943,2297,Feest - Schmitt Plant,Hintz - Bradtke,PJAZVTXY5I,2021-11-14,34575 BTU,38659 BTU,20.337807654151014,2024-02-20,2022-07-02,Inactive
6944,2297,Roob Group Plant,Weber - Vandervort,DXCAQEWN8C,2024-03-06,42346 BTU,33296 BTU,13.935701398347135,2025-08-11,2024-07-28,Under Maintenance
6945,2297,"Bradtke, Hilpert and Glover Plant",Stamm Inc,THZ7D1ACF5,2024-08-24,43281 BTU,33267 BTU,17.620757826421322,2026-09-29,2024-09-18,Under Maintenance
6946,2297,Morar - Haley Plant,Bashirian - Hand,V6SOY5UDBH,2020-11-16,47863 BTU,31946 BTU,20.035417180800373,2023-09-22,2023-01-14,Active
6947,2297,Rempel and Sons Plant,Schaefer - Torphy,RUYPR2ULT8,2023-04-29,49478 BTU,58947 BTU,13.593183925786967,2028-07-12,2024-09-05,Active
6948,2298,Spinka Group Plant,Douglas LLC,Z8IGJTZSTQ,2020-02-10,45493 BTU,25177 BTU,18.483871462036532,2023-11-08,2020-05-27,Inactive
6949,2299,"Moore, Schimmel and Franey Plant","Zieme, Parisian and Lehner",A0IGC1VVQD,2023-10-22,58801 BTU,47351 BTU,18.49130788968338,2025-09-26,2024-01-21,Inactive
6950,2299,Kutch - Kilback Plant,Borer and Sons,D19HH02503,2021-12-10,54097 BTU,54670 BTU,19.555382637090027,2027-08-23,2023-03-08,Active
6951,2299,Stanton - Considine Plant,"Rau, Marvin and Becker",K1JYJGHTOT,2021-03-11,27594 BTU,32961 BTU,14.151659899848589,2024-12-08,2022-10-22,Active
6952,2299,"Cronin, Lowe and Turcotte Plant",Hudson Group,LDHYW0XRKG,2022-11-17,39545 BTU,34537 BTU,15.351439027654745,2030-06-12,2024-05-22,Active
6953,2300,Larkin Group Plant,Mraz - Trantow,VJL4ZNWBNZ,2021-07-29,42632 BTU,53418 BTU,13.980348416872276,2024-10-14,2022-03-11,Active
6954,2300,"Schaefer, Johns and Borer Plant","Leuschke, Strosin and Upton",VFRU44BQ32,2024-01-06,33131 BTU,44426 BTU,14.997628504100224,2026-06-25,2024-03-25,Under Maintenance
6955,2300,Hyatt - Robel Plant,Abernathy - Swaniawski,DOLVUZPXOG,2023-05-26,36310 BTU,48679 BTU,18.800605009670058,2030-10-25,2024-06-06,Active
6956,2300,"Wolf, Murazik and Kulas Plant",Larkin - Fritsch,LPBUIWS7S7,2022-02-16,56752 BTU,49934 BTU,18.21503182528643,2026-04-13,2023-11-19,Inactive
6957,2300,"Fisher, Toy and Lakin Plant",Maggio - Jenkins,XWXJE8BA2W,2020-07-28,47636 BTU,28842 BTU,17.207285554842002,2023-02-20,2022-07-16,Under Maintenance
6958,2301,Hammes and Sons Plant,Nikolaus and Sons,5VTIWIFLOB,2021-11-26,58618 BTU,56928 BTU,17.439529828510054,2026-07-29,2024-04-24,Inactive
6959,2301,Schuppe - Flatley Plant,Wisoky - Mitchell,TQEVYIQ7C8,2021-11-04,52313 BTU,24636 BTU,19.231688582856286,2026-07-14,2023-03-13,Inactive
6960,2301,"King, Krajcik and Bahringer Plant","Quitzon, Bayer and Sipes",QMHXFLJNLK,2021-05-12,49969 BTU,49490 BTU,19.80623276420711,2025-07-01,2022-03-08,Under Maintenance
6961,2301,Turcotte LLC Plant,Konopelski - D'Amore,BP4VZTZPSK,2020-10-26,53165 BTU,29682 BTU,18.92976768059285,2024-05-21,2022-03-29,Under Maintenance
6962,2302,Schroeder LLC Plant,Ernser and Sons,LHBKA55SRC,2022-06-08,59881 BTU,49703 BTU,16.827903806512577,2027-03-04,2024-03-12,Under Maintenance
6963,2302,Feil - Smith Plant,Langosh - Kuhic,FBRJI4LGKP,2023-06-15,44016 BTU,33933 BTU,15.47606548027548,2027-03-22,2024-01-04,Under Maintenance
6964,2302,"Waelchi, Dickens and VonRueden Plant",Witting and Sons,QKRCCJ2DKR,2024-04-14,34150 BTU,40188 BTU,20.783166828762244,2027-12-31,2024-05-31,Inactive
6965,2303,Zemlak - Veum Plant,"Brakus, Hills and Runolfsdottir",MPQJA5WYSP,2020-04-27,27719 BTU,37919 BTU,17.60554438802832,2023-04-18,2023-12-18,Active
6966,2303,"Bradtke, Zieme and Prosacco Plant",Bergstrom - Pollich,3ISYGRNU73,2023-12-07,39303 BTU,54702 BTU,15.63670393744153,2026-06-08,2024-07-07,Inactive
6967,2304,"Stiedemann, Gibson and Kilback Plant",Jacobs - O'Reilly,DNYFWTFQMS,2023-01-19,54057 BTU,36605 BTU,19.47264950905981,2024-01-13,2023-07-16,Active
6968,2304,"Conn, Turcotte and Runolfsdottir Plant","Pacocha, Kuhlman and Gerhold",KDLDWJEBI4,2020-06-25,26284 BTU,31559 BTU,16.11474373886351,2024-07-12,2020-10-16,Inactive
6969,2305,Franey Group Plant,"Stroman, Mann and Cronin",TFLP5ECNP8,2022-02-24,31021 BTU,47713 BTU,14.109081253623021,2030-02-26,2024-01-23,Active
6970,2305,Romaguera - Dibbert Plant,"Dach, Kunde and Reynolds",OAIL9JK0TY,2020-05-27,25180 BTU,41115 BTU,14.187113886641804,2024-03-11,2021-07-17,Active
6971,2305,Ritchie and Sons Plant,Spencer - Wiegand,TU8J0LZSMQ,2022-06-17,33885 BTU,29278 BTU,18.121165466376716,2025-07-13,2022-08-12,Active
6972,2305,Flatley Group Plant,O'Hara - Batz,20AZZGCNZF,2021-06-09,56362 BTU,44526 BTU,16.2499208484878,2028-05-13,2022-05-28,Under Maintenance
6973,2305,Ziemann and Sons Plant,"Collier, Parker and Simonis",KTN3BEJ2ZE,2020-05-24,41646 BTU,50727 BTU,20.59685776593858,2030-04-27,2023-08-30,Inactive
6974,2306,"Brown, Ziemann and Dooley Plant",Murphy and Sons,XGBZZXIXWY,2020-01-24,57560 BTU,40363 BTU,13.944958554472723,2029-03-28,2023-08-14,Active
6975,2306,Mayert Inc Plant,Koelpin - Cassin,I4KJDQOGOX,2021-07-06,54328 BTU,58141 BTU,19.570337259988214,2027-02-06,2023-06-15,Active
6976,2306,Gerlach - Jaskolski Plant,"Hermann, Welch and Kirlin",U2OL8BLTI4,2024-05-03,55538 BTU,36342 BTU,16.708916019083993,2026-12-30,2024-06-15,Active
6977,2307,"Kuhn, Purdy and Lueilwitz Plant",Grimes Group,JK0DE9GRRW,2020-06-28,51958 BTU,35356 BTU,18.65926700611398,2029-05-28,2021-09-24,Active
6978,2307,"Koelpin, Frami and Tromp Plant",Jakubowski and Sons,K30SKMERD3,2023-01-01,53815 BTU,25418 BTU,17.629188969690286,2024-06-19,2023-12-29,Inactive
6979,2308,Franecki - Kshlerin Plant,Emmerich Group,TTWRV3YU1E,2023-05-10,35876 BTU,36238 BTU,15.32944722975128,2025-02-09,2024-06-17,Active
6980,2308,"Hane, Altenwerth and Steuber Plant",Torp - Schmitt,ZN6QWVLLUS,2023-01-19,37605 BTU,49279 BTU,17.26542770284759,2028-05-07,2023-06-02,Inactive
6981,2308,Vandervort - Hickle Plant,Hickle - Cole,PPVY2VYNZ5,2021-03-14,40284 BTU,36611 BTU,16.94455482083024,2022-09-20,2021-04-21,Inactive
6982,2308,Kulas - O'Kon Plant,Swaniawski and Sons,F1NKONA3ZF,2021-01-12,40074 BTU,25262 BTU,17.971704139430294,2029-08-16,2022-04-26,Inactive
6983,2308,Hane Inc Plant,"Bruen, Gusikowski and Mraz",VIHGSSVX43,2020-05-19,53268 BTU,56474 BTU,16.823953432289787,2021-09-23,2022-05-11,Active
6984,2309,"Steuber, Rempel and Gutkowski Plant","Kohler, Mante and Walsh",D3NYBX6ORL,2020-09-18,24167 BTU,25034 BTU,14.859042435571038,2025-02-11,2020-12-26,Active
