request_id,customer_id,equipment_id,request_date,description,priority,status,assigned_technician
7462,2504,21634,2022-05-28,Arcesso inventore vita spargo vere conservo a campana arguo.,Medium,Open,13
7463,2504,4418,2022-09-09,Celer delectatio comprehendo ullus alienus tergo admoveo soluta appositus.,Medium,Open,40
7464,2505,20848,2024-05-25,Cetera temptatio ultio fuga crustulum cavus argentum.,Medium,Closed,43
7465,2506,26380,2024-01-07,Considero cum aperio.,Emergency,In Progress,26
7466,2506,24244,2023-03-09,Pectus terga consequatur caute causa.,Emergency,Open,9
7467,2506,17118,2022-02-07,Cui pax validus vis.,Medium,In Progress,15
7468,2508,6544,2023-05-30,Dignissimos paens quasi cervus tempore pax beatae ventosus magnam.,Low,In Progress,48
7469,2508,23616,2022-08-01,Asporto vita curvo cresco exercitationem degusto confugo pax verus.,Low,In Progress,40
7470,2508,1606,2023-10-02,Crux adopto cumque recusandae pax valde facilis comes conspergo.,Emergency,Closed,31
7471,2508,5591,2022-05-20,Caterva armarium solum demonstro careo.,Medium,In Progress,2
7472,2508,4565,2022-07-04,Creta virga crux stella.,Medium,Closed,24
7473,2509,6802,2022-11-25,Valens crinis vel cogo bestia amor celer reprehenderit.,Emergency,Closed,23
7474,2509,9251,2023-05-29,Annus tantum commodo aspernatur.,High,Closed,49
7475,2509,5953,2024-01-27,Clamo conor adsidue arbitro angulus.,Medium,Closed,32
7476,2510,14678,2020-09-01,Vicissitudo censura audacia adfero.,Medium,In Progress,2
7477,2511,17831,2024-08-01,Sordeo repellat vita adstringo.,Medium,In Progress,10
7478,2511,23709,2024-05-13,Aeternus bestia communis volva victus crudelis.,Medium,In Progress,18
7479,2511,11697,2021-09-27,Necessitatibus patrocinor xiphias.,Medium,Open,44
7480,2511,14511,2021-09-01,Amaritudo cubo curiositas capto tam venia ait.,Medium,Closed,8
7481,2511,2484,2024-06-09,Tricesimus corrupti ullam claro carus trepide voluptatem decipio solio.,Medium,Closed,17
7482,2512,17957,2024-08-19,Usus dignissimos corrupti suasoria copia quidem.,Medium,Closed,43
7483,2512,24471,2023-11-05,Avaritia color animus truculenter xiphias voluntarius eveniet.,Low,Open,32
7484,2512,9682,2023-06-05,Desipio labore abundans voluptatem cubitum certus rem cado odio.,Medium,Closed,46
7485,2512,15459,2023-05-07,Aduro nisi cumque decretum.,Medium,In Progress,28
7486,2513,6700,2022-12-01,Temeritas tepidus subnecto ex alii auxilium statim.,High,Closed,29
7487,2514,7851,2024-05-13,Curso sursum tubineus summisse amita.,Medium,Closed,46
7488,2515,10554,2024-04-22,Arguo calco comminor temperantia corrupti dolor sollicito denuo vitiosus thesis.,Emergency,Open,33
7489,2515,24216,2023-08-17,Creptio dignissimos cribro conitor verumtamen.,High,In Progress,17
7490,2515,19456,2024-06-06,Viriliter officiis attonbitus torrens.,Emergency,Closed,1
7491,2515,15116,2023-06-25,Cibo esse ante.,Emergency,Open,14
7492,2515,24619,2024-08-18,Vaco tempus victus omnis voluptatum adstringo sed.,Low,Closed,8
7493,2516,11766,2022-04-21,Minus terebro conqueror arcesso architecto vaco sufficio trado.,Low,Open,19
7494,2516,17751,2020-11-27,Pecto cras pauci trado arbitro.,Emergency,In Progress,1
7495,2516,677,2020-09-07,Vehemens arx comburo tondeo.,Low,Closed,36
7496,2517,7528,2024-02-18,Voluptas vomer talus conor campana uterque coruscus harum aegre.,Low,Open,8
7497,2517,14411,2023-11-15,Tum magnam demoror apostolus triumphus aequitas peccatus depulso.,Medium,In Progress,48
7498,2517,2682,2023-04-02,Speculum valens caterva.,High,Closed,37
7499,2518,18981,2024-08-17,Depulso adhuc ab cattus voluptate adsidue tergum.,Low,Open,41
7500,2519,22042,2021-12-18,Alienus odit strenuus agnosco addo alias.,High,In Progress,15
7501,2519,26157,2022-07-05,Commemoro quasi solvo paulatim sunt sulum eligendi tendo uxor votum.,Medium,In Progress,11
7502,2519,23645,2023-10-14,Patrocinor enim tracto tubineus corporis collum.,Medium,In Progress,33
7503,2523,13934,2020-05-26,Viduo vere sol mollitia audio.,High,In Progress,16
7504,2523,18567,2024-05-19,Aestivus aer turbo vestigium ex architecto aiunt credo tolero conatus.,Emergency,Open,30
7505,2523,11754,2024-01-06,Cernuus voro culpa desipio ullus averto depromo.,Low,In Progress,36
7506,2523,5626,2024-05-09,Deleniti venio culpa est volup vesco aperte somniculosus campana.,Medium,Open,37
7507,2524,11894,2022-06-02,Supellex ambulo nulla.,High,Closed,5
7508,2524,11415,2024-01-11,Totus confido tergiversatio.,Emergency,In Progress,35
7509,2524,7592,2023-11-03,Veritas alo cicuta.,Emergency,Open,22
7510,2524,11482,2023-05-27,Acquiro arto clamo suffoco defleo arceo surculus ater aiunt.,Low,Closed,42
7511,2525,5739,2024-03-13,Titulus voluptas ea arbitro derelinquo nisi vir toties celer calamitas.,Low,Open,46
7512,2525,26450,2024-05-06,Aufero quasi apto succedo ancilla tubineus.,Low,In Progress,49
7513,2525,25468,2022-12-10,Cohors tamen bellicus virgo caelestis cohors.,Emergency,Open,33
7514,2525,12291,2021-08-22,Vulnero hic cubo tutamen creator nihil cariosus tersus summa abstergo.,High,In Progress,10
7515,2526,10911,2024-08-16,Votum vorago unde aer comminor contabesco urbanus nam.,Low,Open,48
7516,2526,21912,2023-09-11,Crapula vulgivagus volo temporibus thema reiciendis cura caecus tero.,Emergency,Open,44
7517,2526,8254,2024-05-25,Assentator demitto cultellus praesentium dedico cultura mollitia damnatio stillicidium antea.,High,Open,23
7518,2527,19144,2024-08-31,Vallum cerno approbo.,Medium,Open,47
7519,2528,5755,2024-01-20,Astrum admoveo certus tantum quisquam cornu in cubo aliqua.,Medium,In Progress,38
7520,2528,17141,2023-12-21,Quidem torqueo vulpes stultus.,Emergency,In Progress,30
7521,2529,10258,2024-04-15,Uberrime commodo celer adnuo bellum saepe desolo.,High,In Progress,30
7522,2529,6463,2022-07-05,Bellicus arbor tenus tamisium acquiro.,Low,In Progress,43
7523,2529,11702,2021-10-27,Debeo cumque degero aureus cibus veniam vilicus ulciscor crux.,Medium,In Progress,6
7524,2530,19911,2022-08-03,Coniecto antiquus sub voveo vacuus vapulus.,Medium,Closed,2
7525,2530,806,2021-05-11,Theologus talus aro curtus vitium conatus.,Emergency,Open,39
7526,2530,3451,2023-04-17,Capillus officia tunc cito patrocinor ter explicabo.,Medium,Open,44
7527,2531,2698,2024-09-22,Optio cito verecundia aer bestia apto depraedor charisma bellum.,Medium,In Progress,14
7528,2531,4424,2024-09-22,Confido ventito solium denuncio talis carmen.,Emergency,In Progress,9
7529,2531,3073,2024-09-23,Rem cursim decens facilis volo turbo caecus una attonbitus aurum.,Emergency,Closed,10
7530,2533,9675,2024-03-02,Virgo perspiciatis ciminatio sol calco amet vereor spiculum tepidus.,Low,In Progress,4
7531,2534,24019,2023-12-29,Volup sono aveho vespillo commodi maxime ait derelinquo subvenio.,Emergency,Closed,45
7532,2534,24740,2022-11-18,Tametsi vespillo blanditiis confido ulterius.,Medium,Open,44
7533,2534,20189,2024-06-04,Acervus uterque numquam verbera.,Low,Open,18
7534,2534,2838,2024-08-03,Provident saepe bonus comis deprecator capitulus dolorem.,Low,In Progress,11
7535,2535,23173,2024-07-03,Reiciendis decretum consequatur curia vulgaris alo temperantia sollers abstergo ipsum.,High,Open,47
7536,2535,6682,2023-11-04,Atque cognomen convoco.,Emergency,Closed,22
7537,2536,25927,2024-07-02,Conscendo depraedor tendo vorago laudantium defluo vulnero reprehenderit.,Medium,In Progress,5
7538,2536,9473,2024-06-29,Summa avarus tabesco adaugeo ambulo cupiditate strenuus.,High,Open,32
7539,2537,21314,2024-05-22,Deleo enim tonsor.,Low,Open,42
7540,2537,9375,2021-11-10,Turpis callide corrumpo vicissitudo culpo beatus deleniti averto trepide usus.,Emergency,Closed,48
7541,2537,7878,2021-12-26,Doloremque terra contabesco trans attonbitus vallum aperiam.,Low,In Progress,16
7542,2537,1728,2021-08-05,Xiphias contego ratione claro nam.,Low,Open,4
7543,2538,7203,2024-02-24,Quae nemo votum delectatio undique assentator adfero crastinus hic aeternus.,High,In Progress,5
7544,2538,18748,2024-04-02,Ademptio aspicio suffoco torrens.,Low,In Progress,22
7545,2538,8129,2024-03-14,Tres bos abutor crapula desidero.,Low,Closed,37
7546,2538,13780,2023-06-06,Adicio maiores deputo.,Low,Closed,7
7547,2539,23998,2023-08-04,Vestigium exercitationem confugo vestrum territo nulla defaeco torqueo.,Low,In Progress,29
7548,2539,24749,2023-07-29,Tripudio somniculosus deorsum ullus.,Low,Open,41
7549,2541,16345,2021-07-27,Victus velum suggero vociferor tolero officiis caritas temporibus.,High,Open,15
7550,2541,7282,2022-05-07,Civis pauper cultellus pel tepesco tandem armarium vinculum ambulo.,High,In Progress,30
7551,2542,4573,2024-09-22,Casso decimus benevolentia pecco vito sint speciosus vomito.,Medium,Open,1
7552,2542,18810,2024-09-20,Vir comparo nulla blandior autus cohaero contabesco ventito mollitia.,Medium,In Progress,23
7553,2542,11412,2024-09-23,Infit repellat possimus tergo.,Emergency,Closed,40
7554,2543,18017,2024-01-03,Appello quisquam usitas bestia consequatur anser coaegresco adimpleo communis cunabula.,Low,Open,34
7555,2543,13819,2024-02-07,Hic somniculosus addo totam cognatus aqua curatio circumvenio valde sophismata.,Emergency,Open,3
7556,2544,25769,2024-08-03,Super tumultus suffragium ocer antiquus certus tener aeneus optio.,High,In Progress,47
7557,2544,25744,2021-11-15,Ad tabernus umbra veniam textus acies cuppedia ultio itaque.,Medium,In Progress,27
7558,2544,15287,2024-02-25,Deleniti tracto aureus terreo atrocitas.,High,In Progress,46
7559,2544,18367,2022-03-10,Creator minima avaritia cometes vulgaris.,Medium,Closed,24
7560,2546,13999,2020-12-09,Venustas tergum cena cupiditas possimus thymum sophismata sophismata apto.,Low,Open,6
7561,2546,13155,2023-05-02,Sophismata astrum virgo thymum aliquid sit adfectus velit auditor stips.,Emergency,Closed,45
7562,2546,21298,2022-11-15,Circumvenio pauci cornu auctus beatus deporto adfero venustas paens.,High,Open,24
7563,2547,9921,2022-09-18,Delectatio vilitas nisi curto.,Medium,In Progress,18
7564,2547,19177,2022-12-21,Demitto suus trado tunc.,High,Closed,31
7565,2547,13834,2024-02-20,Volva turba velit voveo.,High,Open,34
7566,2547,23344,2024-03-09,Patrocinor thesaurus thymum articulus subvenio deprecator cribro utique.,High,Closed,34
7567,2547,3663,2024-04-28,Cui velociter arbor antea ars viscus.,Emergency,Open,14
7568,2547,21066,2024-09-05,Perferendis doloremque hic.,Medium,Open,42
7569,2548,505,2024-07-20,Venio patrocinor desolo ea agnosco ciminatio amplus.,Low,Closed,29
7570,2549,1427,2024-09-19,Velociter ratione candidus.,High,Closed,6
7571,2550,17752,2023-07-22,Quaerat angustus autem sollers perferendis demitto viridis teneo tenax delibero.,Medium,Closed,42
7572,2550,7522,2024-02-01,Sumptus sophismata aestus vos vulgus excepturi deserunt sint paulatim.,High,Open,5
7573,2550,18870,2023-10-22,Distinctio nobis aestivus admoneo sustineo ut.,Medium,In Progress,27
7574,2550,22133,2022-04-15,Triumphus umbra tolero alioqui.,Emergency,Open,4
7575,2550,14241,2024-02-25,Accusator avaritia contra provident vilis.,Emergency,In Progress,10
7576,2550,17308,2024-09-22,Alveus voluptates arma uter cogo armarium comprehendo video.,Emergency,In Progress,40
7577,2551,21741,2023-12-28,Cogo casso aliquid ipsam assentator aspernatur.,Emergency,In Progress,40
7578,2551,2825,2023-10-09,Id vulticulus consuasor atqui defero adipisci iure colligo avaritia.,Medium,Open,24
7579,2551,16500,2021-11-19,Cotidie causa sperno.,Emergency,Open,19
7580,2552,7685,2024-09-14,Supplanto sortitus aduro thymum defaeco.,Low,Closed,34
7581,2552,13539,2024-06-19,Avarus cinis eius denuncio recusandae.,Emergency,Closed,17
7582,2553,20165,2024-04-13,Vitae contigo odit vulpes.,High,Closed,36
7583,2554,3118,2022-08-20,Dolor tollo defaeco sub cupio tristis decet dedico volaticus vinculum.,Medium,In Progress,24
7584,2554,8245,2023-01-25,Adipisci aeneus coniuratio subseco capio aperte.,Emergency,Open,36
7585,2554,2063,2022-09-15,Vilitas alioqui commemoro viridis.,High,Closed,35
7586,2554,7412,2024-09-01,Versus tyrannus circumvenio velum temporibus.,Emergency,Closed,13
7587,2554,13036,2024-06-13,Terror subseco campana aliquam antiquus.,Low,In Progress,14
7588,2555,19461,2024-03-21,Eius admiratio coadunatio comprehendo careo.,Low,Closed,24
7589,2555,12815,2024-08-15,Atavus trepide alo conduco strues.,Low,Closed,33
7590,2555,5619,2024-07-23,Aufero civis decens talio stips explicabo validus sublime accusator.,Medium,Open,13
7591,2555,19437,2023-03-15,Ullus tribuo balbus.,High,Closed,19
7592,2555,23875,2024-05-07,Laboriosam sub curatio calco atrox.,High,In Progress,43
7593,2558,10414,2024-06-22,Cursim copiose uxor quam aestivus ultio earum aptus.,Medium,In Progress,37
7594,2558,19924,2024-04-18,Viridis depopulo traho amor thorax utor tandem beneficium.,High,In Progress,21
7595,2559,5580,2024-05-15,Congregatio conforto conturbo tametsi custodia sollicito.,Low,Closed,34
7596,2561,16411,2021-03-12,Impedit deludo comes ullam cinis usque.,High,Closed,16
7597,2561,21203,2024-04-15,Vulgo repellat vicinus talio nisi.,Medium,In Progress,21
7598,2561,4930,2023-08-07,Similique defluo eligendi suggero conor commodo tribuo curso pecto.,Medium,In Progress,1
7599,2562,3636,2023-04-10,Adaugeo calamitas quia truculenter.,Medium,Closed,4
7600,2562,9482,2023-10-17,Basium supellex illo avaritia auditor coepi via incidunt tantillus vel.,High,In Progress,49
7601,2562,3143,2024-08-08,Armarium calamitas cura currus vulgaris caelum.,High,Closed,47
7602,2563,20690,2024-08-29,Absum amicitia stipes.,Low,In Progress,42
7603,2563,17952,2024-07-18,Canonicus tam volutabrum curatio studio decipio maxime sint.,Low,In Progress,19
7604,2564,12108,2023-11-21,Adficio conservo decretum testimonium universe veniam cumque consequatur atqui tepidus.,Medium,In Progress,33
7605,2564,22857,2024-07-17,Ullam umerus centum apud.,Emergency,In Progress,41
7606,2565,26261,2024-04-09,Stips textilis avaritia voluntarius tamquam.,Emergency,In Progress,25
7607,2565,20707,2024-03-04,Accusamus ager incidunt alii vestigium decerno conventus vigilo blanditiis.,Medium,In Progress,42
7608,2566,7808,2022-12-16,Patria aer cilicium velociter amo synagoga quae crapula.,Low,Open,13
7609,2566,902,2022-12-22,Vulariter totus coruscus.,High,Closed,27
7610,2566,6227,2024-07-21,Subito tabgo apto.,High,Closed,50
7611,2566,19165,2023-10-27,Comedo triduana sumptus virga tot uredo consectetur subito velit.,Medium,In Progress,36
7612,2566,213,2022-02-19,Agnitio antea sollers vulariter commodi terra deleniti.,Emergency,Open,10
7613,2567,11810,2024-07-23,Subnecto aliquam certus.,Medium,In Progress,43
7614,2567,3572,2022-10-29,Torqueo arma depopulo.,Medium,In Progress,31
7615,2567,26671,2024-07-03,Turpis adduco clamo super condico damnatio armarium.,High,In Progress,3
7616,2567,24235,2022-12-29,Amiculum aedificium tergum decipio aegre copia.,High,Closed,34
7617,2569,4620,2023-11-13,Cras sodalitas vereor suspendo cetera decimus sponte curto tamen.,Emergency,In Progress,8
7618,2569,24173,2023-04-25,Accusamus delectatio tego verumtamen casso amissio absens aeneus.,Medium,Closed,23
7619,2569,21638,2023-10-28,Allatus maxime creta vulticulus excepturi.,High,Closed,15
7620,2569,10691,2023-08-07,Vulnero absens corporis ulterius absum amo spero vir.,Emergency,Closed,36
7621,2570,7605,2022-07-11,Carus turba baiulus acer ver circumvenio cupiditas vito arbitro.,Emergency,Open,16
7622,2571,7047,2023-01-26,Trepide talis thymbra suscipio vespillo tamen acervus suadeo adhaero.,High,In Progress,47
7623,2571,4697,2024-06-25,Decerno bene vado arca stella defluo.,High,In Progress,50
7624,2571,25364,2024-06-25,Tremo totidem cura caste veritatis vehemens adhaero corpus.,High,In Progress,33
7625,2571,22189,2023-09-20,Consequuntur caelestis inflammatio conitor tubineus urbs tabesco tabella angelus.,High,In Progress,18
7626,2571,26079,2024-02-27,Creptio aequitas acquiro attonbitus claustrum tandem depereo.,Low,Closed,33
7627,2571,24597,2023-10-09,Vorago adsuesco est animadverto victus vulnus volutabrum templum.,Emergency,Open,25
7628,2573,25971,2020-11-27,Tantum decor caterva votum viduo alter averto aptus.,Low,Closed,42
7629,2573,852,2022-09-20,Uxor via sapiente crapula subiungo cunctatio.,High,In Progress,4
7630,2573,4230,2024-05-04,Ad corpus crapula temporibus arcus comparo turbo absque.,Low,In Progress,10
7631,2573,20806,2024-02-05,Cinis aspernatur accedo civis varius depulso varietas conforto depopulo asporto.,High,In Progress,5
7632,2573,12484,2024-08-22,Tremo pauper aestas.,Low,Closed,41
7633,2574,15427,2022-10-08,Turba admiratio inflammatio dicta.,Medium,Open,28
7634,2575,5022,2024-08-06,Altus claustrum alter demergo.,Low,In Progress,42
7635,2575,25910,2023-03-09,Valde tracto apud trucido volaticus pauper abscido.,Emergency,Closed,1
7636,2575,24894,2024-01-05,Dolorem vivo corrigo acies aggero.,High,Closed,49
7637,2575,23600,2021-07-17,Suus utrum absconditus depopulo terminatio.,Emergency,Open,43
7638,2575,10363,2023-10-03,Admiratio tubineus usque tondeo labore reprehenderit delectatio abeo vulgaris tepidus.,Medium,Open,2
7639,2575,21944,2021-12-14,Spiritus tabesco solus deprimo demitto auxilium verbera cum.,High,In Progress,48
7640,2577,9579,2024-04-23,Adipiscor conicio auctor.,Emergency,Open,37
7641,2577,11579,2024-08-07,Agnitio ars repellat.,Emergency,In Progress,42
7642,2578,1626,2024-06-21,Auxilium impedit umquam deleo vulpes calcar verbera curiositas vigilo correptius.,Emergency,Open,18
7643,2578,18356,2023-12-12,Considero vomito constans.,Low,Open,30
7644,2578,26106,2022-03-18,Valeo sortitus est beneficium vere deficio.,Emergency,In Progress,9
7645,2578,7561,2021-08-06,Sperno vitae verbum.,Emergency,Closed,43
7646,2578,16986,2021-07-18,Timor culpo aiunt acer caelum cenaculum tres debitis amplexus.,Low,In Progress,18
7647,2579,23287,2023-12-02,Tandem tandem natus ait cursim commodo.,Emergency,Open,19
7648,2579,11208,2023-10-16,Nisi correptius reprehenderit voluptatum crastinus delego.,High,Open,22
7649,2579,20986,2023-03-30,Artificiose damno talio catena.,Emergency,In Progress,41
7650,2580,18124,2022-04-13,Tergum eligendi sunt videlicet quo blandior cohaero quod.,Medium,Closed,50
7651,2580,6724,2020-11-17,Clarus amicitia tardus validus catena sto.,High,Open,21
7652,2580,2661,2022-09-27,Theatrum arcus synagoga vinitor avarus ultra dolorum.,Medium,Open,47
7653,2580,24235,2023-07-16,Adduco nam voro decerno sordeo uberrime utroque.,Low,Open,15
7654,2580,3791,2024-04-17,Crudelis cruciamentum non apparatus celer.,High,Closed,8
